date,GEPUCURRENT
2011-04-01,118.82751569774082
2011-05-01,93.95926547927444
2011-06-01,124.52442225987642
2011-07-01,153.82885984326128
2011-08-01,216.75711838429405
2011-09-01,194.41022780761008
2011-10-01,166.33759690386063
2011-11-01,191.7761114204524
2011-12-01,178.07909760261643
2012-01-01,154.60602395879906
2012-02-01,141.12412244454077
2012-03-01,132.41014631139356
2012-04-01,129.83842375850958
2012-05-01,159.69718380001015
2012-06-01,183.18487261203407
2012-07-01,152.0852124452586
2012-08-01,116.96839694186473
2012-09-01,153.5869384600671
2012-10-01,151.12166580863942
2012-11-01,165.75635341180524
2012-12-01,170.16380835460885
2013-01-01,167.12465300401243
2013-02-01,122.75716917827998
2013-03-01,145.56859862171578
2013-04-01,136.20573390160476
2013-05-01,107.75691938636902
2013-06-01,127.51606137664947
2013-07-01,107.95890058768816
2013-08-01,119.31401795530486
2013-09-01,138.6233897021561
2013-10-01,168.48061820680076
2013-11-01,103.8391664619896
2013-12-01,122.64177002804904
2014-01-01,115.25755875656073
2014-02-01,101.14727336265942
2014-03-01,114.65237885062528
2014-04-01,110.45015023216152
2014-05-01,106.8390735707878
2014-06-01,91.1482114082586
2014-07-01,94.17998564529094
2014-08-01,96.85071970344435
2014-09-01,121.73330987420928
2014-10-01,112.59083773760791
2014-11-01,119.36406517732428
2014-12-01,111.29673945685164
2015-01-01,129.05862693182343
2015-02-01,115.6155952498228
2015-03-01,111.3781448434738
2015-04-01,100.9781420239994
2015-05-01,104.46210434787858
2015-06-01,119.21169438298864
2015-07-01,123.09581595749547
2015-08-01,119.81714603791028
2015-09-01,153.68748113179885
2015-10-01,115.96898203730356
2015-11-01,105.3314587780463
2015-12-01,112.56950499373438
2016-01-01,144.52665766496807
2016-02-01,147.48300213264932
2016-03-01,159.28977291016236
2016-04-01,142.29600124441353
2016-05-01,125.81350028030027
2016-06-01,231.05573344420372
2016-07-01,204.9228587156837
2016-08-01,134.74163051003325
2016-09-01,135.50843354811593
2016-10-01,126.4360770997193
2016-11-01,228.7257194746165
2016-12-01,184.98364258927208
2017-01-01,247.29754147936168
2017-02-01,186.2873276929412
2017-03-01,236.02181683318673
2017-04-01,176.40003710496936
2017-05-01,144.09811272073168
2017-06-01,171.71627059966727
2017-07-01,164.9591009516385
2017-08-01,140.6259306511348
2017-09-01,157.6540748050436
2017-10-01,144.50923773473738
2017-11-01,159.90805790363834
2017-12-01,148.16699621114816
2018-01-01,177.71403301677506
2018-02-01,125.99200449060848
2018-03-01,181.6901391229753
2018-04-01,165.0225491320811
2018-05-01,171.49932503519423
2018-06-01,164.91752705189032
2018-07-01,227.49118600017695
2018-08-01,172.16646480818656
2018-09-01,193.32195627597463
2018-10-01,213.5853498685752
2018-11-01,247.1332789240581
2018-12-01,220.3905672413882
2019-01-01,243.99054678658453
2019-02-01,173.79769550537634
2019-03-01,240.87607356546937
2019-04-01,191.28384853645807
2019-05-01,223.547913900888
2019-06-01,320.4310665201146
2019-07-01,249.39605046668876
2019-08-01,290.65585871241694
2019-09-01,237.37555726286612
2019-10-01,202.25403568557496
2019-11-01,242.6026066416673
2019-12-01,232.09853032302175
2020-01-01,191.721791492481
2020-02-01,196.49325687323855
2020-03-01,318.4648591140121
2020-04-01,328.13263909267255
2020-05-01,415.7433513381408
2020-06-01,309.5923035474373
2020-07-01,313.1465900918374
2020-08-01,289.35592920994884
2020-09-01,309.3344640447869
2020-10-01,306.5552708878756
2020-11-01,397.37945265644953
2020-12-01,302.48026692951555
2021-01-01,271.75653651100254
2021-02-01,195.1068145269577
2021-03-01,212.04868951840004
2021-04-01,193.9223276543613
2021-05-01,173.12515293203327
2021-06-01,170.97337846011976
2021-07-01,189.07865457809663
2021-08-01,201.28162501514728
2021-09-01,211.94786926470647
2021-10-01,187.2398433784515
2021-11-01,229.32187991367337
2021-12-01,258.40928353024697
2022-01-01,221.70366663726656
2022-02-01,175.82258801196468
2022-03-01,298.1883650247702
2022-04-01,269.5029595473497
2022-05-01,275.8742104755495
2022-06-01,248.01935491968655
2022-07-01,292.80632953196897
2022-08-01,235.83155122180185
2022-09-01,248.85490514799463
2022-10-01,265.08245600682665
2022-11-01,311.34886671932895
2022-12-01,239.85428870142027
2023-01-01,217.19917934501004
2023-02-01,242.14083289899528
2023-03-01,313.6530364287744
2023-04-01,255.3793500633219
2023-05-01,211.34613104174463
2023-06-01,221.45846707536063
2023-07-01,191.73126185560224
2023-08-01,175.50515471617388
2023-09-01,200.6384782055877
2023-10-01,190.4438086122051
2023-11-01,207.97210385954008
2023-12-01,223.02369978288257
2024-01-01,239.6974681015976
2024-02-01,167.97191002157467
2024-03-01,179.48343979338063
2024-04-01,171.26273444832714
2024-05-01,184.1644205149855
2024-06-01,173.4343793636483
2024-07-01,229.0116408537473
2024-08-01,191.11852025074197
2024-09-01,202.17762371454683
2024-10-01,204.92841907731767
2024-11-01,282.5926597399031
2024-12-01,327.5750370944677
2025-01-01,309.1073681757701
2025-02-01,327.7075661569745
2025-03-01,468.84279693223056
2025-04-01,623.3520453984211
2025-05-01,511.6903036177236
2025-06-01,368.5934566761253
2025-07-01,406.8875697805016
2025-08-01,343.339059719265
2025-09-01,308.47823098184006
2025-10-01,404.8730524836602
2025-11-01,371.0953517257944
